Num_int;farm_id;Tecnico;map_date;Region;Nom_pol;area_pol;latitud;longitud
2508;2508_C;;XXXX;XXXX;XXXXX;1,2892450;XXXX;XXXX
2497;2497;;XXXX;XXXX;XXXXX;5,6343500;XXXX;XXXX
4164;4164_B;;XXXX;XXXX;XXXXX;2,0874560;XXXX;XXXX
4164;4164_A;;XXXX;XXXX;XXXXX;3,1126400;XXXX;XXXX
3848;3848_B;;XXXX;XXXX;XXXXX;0,8165010;XXXX;XXXX
1671;1671;;XXXX;XXXX;XXXXX;7,3347880;XXXX;XXXX
1786;1786_A;;XXXX;XXXX;XXXXX;2,1157940;XXXX;XXXX
1786;1786_B;;XXXX;XXXX;XXXXX;2,8076540;XXXX;XXXX
1925;1925_A;;XXXX;XXXX;XXXXX;1,4037340;XXXX;XXXX
1925;1925_B;;XXXX;XXXX;XXXXX;0,7291760;XXXX;XXXX
1925;1925_C;;XXXX;XXXX;XXXXX;1,0003910;XXXX;XXXX
1925;1925_D;;XXXX;XXXX;XXXXX;1,0464360;XXXX;XXXX
1995;1995_A;;XXXX;XXXX;XXXXX;3,9503390;XXXX;XXXX
2319;2319;;XXXX;XXXX;XXXXX;4,3419050;XXXX;XXXX
2351;2351_A;;XXXX;XXXX;XXXXX;6,0156210;XXXX;XXXX
2351;2351_B;;XXXX;XXXX;XXXXX;5,3607080;XXXX;XXXX
2352;2352;;XXXX;XXXX;XXXXX;9,7597250;XXXX;XXXX
2358;2358;;XXXX;XXXX;XXXXX;4,1843740;XXXX;XXXX
2478;2478;;XXXX;XXXX;XXXXX;6,8865830;XXXX;XXXX
2649;2649;;XXXX;XXXX;XXXXX;7,6454250;XXXX;XXXX
2590;2590;;XXXX;XXXX;XXXXX;6,2286320;XXXX;XXXX
2672;2672_A;;XXXX;XXXX;XXXXX;4,4905190;XXXX;XXXX
2710;2710;;XXXX;XXXX;XXXXX;6,1435240;XXXX;XXXX
2724;2724_A;;XXXX;XXXX;XXXXX;5,0379640;XXXX;XXXX
2724;2724_B;;XXXX;XXXX;XXXXX;1,7891420;XXXX;XXXX
2820;2820_A;;XXXX;XXXX;XXXXX;0,9308970;XXXX;XXXX
2820;2820_B;;XXXX;XXXX;XXXXX;4,4232480;XXXX;XXXX
2820;2820_C;;XXXX;XXXX;XXXXX;3,5508900;XXXX;XXXX
2820;2820_D;;XXXX;XXXX;XXXXX;2,2373690;XXXX;XXXX
2859;2859;;XXXX;XXXX;XXXXX;4,4482530;XXXX;XXXX
2962;2962_A;;XXXX;XXXX;XXXXX;3,9134660;XXXX;XXXX
2962;2962_B;;XXXX;XXXX;XXXXX;1,5280310;XXXX;XXXX
2993;2993_A;;XXXX;XXXX;XXXXX;3,6995510;XXXX;XXXX
2993;2993_B;;XXXX;XXXX;XXXXX;2,7504200;XXXX;XXXX
2993;2993_C;;XXXX;XXXX;XXXXX;3,8612490;XXXX;XXXX
3230;3230;;XXXX;XXXX;XXXXX;4,0962580;XXXX;XXXX
3370;3370;;XXXX;XXXX;XXXXX;4,5597380;XXXX;XXXX
3377;3377;;XXXX;XXXX;XXXXX;4,0616510;XXXX;XXXX
3404;3404;;XXXX;XXXX;XXXXX;8,9678310;XXXX;XXXX
3432;3432;;XXXX;XXXX;XXXXX;7,4185990;XXXX;XXXX
3468;3468_A;;XXXX;XXXX;XXXXX;4,1385360;XXXX;XXXX
3468;3468_B;;XXXX;XXXX;XXXXX;1,2791060;XXXX;XXXX
3500;3500;;XXXX;XXXX;XXXXX;6,4979680;XXXX;XXXX
3502;3502;;XXXX;XXXX;XXXXX;6,7510490;XXXX;XXXX
3584;3584_A;;XXXX;XXXX;XXXXX;4,2500430;XXXX;XXXX
3584;3584_B;;XXXX;XXXX;XXXXX;0,3736710;XXXX;XXXX
3584;3584_C;;XXXX;XXXX;XXXXX;1,7898000;XXXX;XXXX
3588;3588_A;;XXXX;XXXX;XXXXX;4,6913610;XXXX;XXXX
3588;3588_B;;XXXX;XXXX;XXXXX;3,1985640;XXXX;XXXX
3588;3588_C;;XXXX;XXXX;XXXXX;2,2570070;XXXX;XXXX
3602;3602_A;;XXXX;XXXX;XXXXX;3,2346430;XXXX;XXXX
3602;3602_B;;XXXX;XXXX;XXXXX;1,2198450;XXXX;XXXX
4227;4227;;XXXX;XXXX;XXXXX;5,6522020;XXXX;XXXX
4283;4283;;XXXX;XXXX;XXXXX;6,1862110;XXXX;XXXX
7201;7201;;XXXX;XXXX;XXXXX;4,8336110;XXXX;XXXX
7198;7198;;XXXX;XXXX;XXXXX;4,0501700;XXXX;XXXX
7595;7595_A;;XXXX;XXXX;XXXXX;2,5577430;XXXX;XXXX
7595;7595_B;;XXXX;XXXX;XXXXX;2,0079390;XXXX;XXXX
8522;8522_A;;XXXX;XXXX;XXXXX;0,9761550;XXXX;XXXX
8522;8522_B;;XXXX;XXXX;XXXXX;3,7127970;XXXX;XXXX
2961;2961_A;;XXXX;XXXX;XXXXX;2,7802700;XXXX;XXXX
2961;2961_B;;XXXX;XXXX;XXXXX;2,4310690;XXXX;XXXX
2961;2961_C;;XXXX;XXXX;XXXXX;0,8672050;XXXX;XXXX
12668;12668_A;;XXXX;XXXX;XXXXX;13,8170040;XXXX;XXXX
12668;12668_B;;XXXX;XXXX;XXXXX;2,4584290;XXXX;XXXX
12668;12668_C;;XXXX;XXXX;XXXXX;1,0197320;XXXX;XXXX
12709;12709;;XXXX;XXXX;XXXXX;10,4752040;XXXX;XXXX
12711;12711_A;;XXXX;XXXX;XXXXX;1,4597610;XXXX;XXXX
12711;12711_B;;XXXX;XXXX;XXXXX;1,7627590;XXXX;XXXX
12711;12711_C;;XXXX;XXXX;XXXXX;1,0747990;XXXX;XXXX
12713;12713;;XXXX;XXXX;XXXXX;4,2924690;XXXX;XXXX
12932;12932;;XXXX;XXXX;XXXXX;5,3489220;XXXX;XXXX
12940;12940;;XXXX;XXXX;XXXXX;15,0178390;XXXX;XXXX
12945;12945;;XXXX;XXXX;XXXXX;6,6923820;XXXX;XXXX
12951;12951;;XXXX;XXXX;XXXXX;4,5997260;XXXX;XXXX
12970;12970_A;;XXXX;XXXX;XXXXX;0,8340470;XXXX;XXXX
12970;12970_B;;XXXX;XXXX;XXXXX;1,7728790;XXXX;XXXX
12970;12970_C;;XXXX;XXXX;XXXXX;3,0484370;XXXX;XXXX
12984;12984;;XXXX;XXXX;XXXXX;40,2034970;XXXX;XXXX
12991;12991;;XXXX;XXXX;XXXXX;4,2308300;XXXX;XXXX
12996;12996;;XXXX;XXXX;XXXXX;9,2127570;XXXX;XXXX
13006;13006;;XXXX;XXXX;XXXXX;5,3764980;XXXX;XXXX
13013;13013;;XXXX;XXXX;XXXXX;10,1945860;XXXX;XXXX
13021;13021;;XXXX;XXXX;XXXXX;4,0447910;XXXX;XXXX
13023;13023;;XXXX;XXXX;XXXXX;4,7506070;XXXX;XXXX
13035;13035_A;;XXXX;XXXX;XXXXX;2,8365490;XXXX;XXXX
13035;13035_B;;XXXX;XXXX;XXXXX;1,8189740;XXXX;XXXX
13044;13044_A;;XXXX;XXXX;XXXXX;2,0344720;XXXX;XXXX
13044;13044_B;;XXXX;XXXX;XXXXX;3,8852090;XXXX;XXXX
12963;12963_A;;XXXX;XXXX;XXXXX;2,0902450;XXXX;XXXX
12963;12963_B;;XXXX;XXXX;XXXXX;2,8476570;XXXX;XXXX
12963;12963_C;;XXXX;XXXX;XXXXX;0,5215380;XXXX;XXXX
12671;12671_A;;XXXX;XXXX;XXXXX;2,6148670;XXXX;XXXX
12671;12671_B;;XXXX;XXXX;XXXXX;1,5089520;XXXX;XXXX
12679;12679_A;;XXXX;XXXX;XXXXX;6,1026270;XXXX;XXXX
12679;12679_B;;XXXX;XXXX;XXXXX;1,7822750;XXXX;XXXX
12690;12690_A;;XXXX;XXXX;XXXXX;2,9701010;XXXX;XXXX
12690;12690_B;;XXXX;XXXX;XXXXX;1,3461160;XXXX;XXXX
2973;2973;;XXXX;XXXX;XXXXX;5,3547830;XXXX;XXXX
12697;12697_A;;XXXX;XXXX;XXXXX;1,6719630;XXXX;XXXX
12697;12697_B;;XXXX;XXXX;XXXXX;2,6997820;XXXX;XXXX
12700;12700_A;;XXXX;XXXX;XXXXX;0,9846880;XXXX;XXXX
12700;12700_B;;XXXX;XXXX;XXXXX;6,6771890;XXXX;XXXX
3602;3602_C;;XXXX;XXXX;XXXXX;2,2490000;XXXX;XXXX
3739;3739;;XXXX;XXXX;XXXXX;5,1974120;XXXX;XXXX
3925;3925;;XXXX;XXXX;XXXXX;4,6242800;XXXX;XXXX
12667;12667_A;;XXXX;XXXX;XXXXX;1,3697940;XXXX;XXXX
12667;12667_B;;XXXX;XXXX;XXXXX;1,2304300;XXXX;XXXX
12667;12667_C;;XXXX;XXXX;XXXXX;1,8635790;XXXX;XXXX
4101;4101_A;;XXXX;XXXX;XXXXX;3,2553690;XXXX;XXXX
4101;4101_B;;XXXX;XXXX;XXXXX;2,0031000;XXXX;XXXX
1995;1995_B;;XXXX;XXXX;XXXXX;0,1214090;XXXX;XXXX
1694;1694;;XXXX;XXXX;XXXXX;4,9609090;XXXX;XXXX
1786;1786_C;;XXXX;XXXX;XXXXX;1,5160030;XXXX;XXXX
7993;7993_A;;XXXX;XXXX;XXXXX;0,4798290;XXXX;XXXX
7810;7810_B;;XXXX;XXXX;XXXXX;3,1058970;XXXX;XXXX
7810;7810_A;;XXXX;XXXX;XXXXX;6,1988030;XXXX;XXXX
7914;7914;;XXXX;XXXX;XXXXX;18,2642030;XXXX;XXXX
7758;7758;;XXXX;XXXX;XXXXX;13,9487460;XXXX;XXXX
7902;7902;;XXXX;XXXX;XXXXX;33,9718130;XXXX;XXXX
7760;7760;;XXXX;XXXX;XXXXX;21,3954310;XXXX;XXXX
7753;7753;;XXXX;XXXX;XXXXX;37,8582220;XXXX;XXXX
7747;7747;;XXXX;XXXX;XXXXX;20,5326230;XXXX;XXXX
7749;7749;;XXXX;XXXX;XXXXX;47,9180720;XXXX;XXXX
7657;7657_B;;XXXX;XXXX;XXXXX;7,2132100;XXXX;XXXX
7657;7657_D;;XXXX;XXXX;XXXXX;1,4384750;XXXX;XXXX
7657;7657_C;;XXXX;XXXX;XXXXX;2,6101310;XXXX;XXXX
8010;8010_A;;XXXX;XXXX;XXXXX;25,9418310;XXXX;XXXX
7657;7657_A;;XXXX;XXXX;XXXXX;25,1533660;XXXX;XXXX
8010;8010_G;;XXXX;XXXX;XXXXX;29,7631520;XXXX;XXXX
8010;8010_F;;XXXX;XXXX;XXXXX;5,0521960;XXXX;XXXX
8010;8010_H;;XXXX;XXXX;XXXXX;10,7618870;XXXX;XXXX
8010;8010_E;;XXXX;XXXX;XXXXX;11,7202930;XXXX;XXXX
8010;8010_C;;XXXX;XXXX;XXXXX;10,2671180;XXXX;XXXX
8010;8010_D;;XXXX;XXXX;XXXXX;6,8249450;XXXX;XXXX
7982;7982;;XXXX;XXXX;XXXXX;29,0025290;XXXX;XXXX
7980;7980;;XXXX;XXXX;XXXXX;15,3954920;XXXX;XXXX
8010;8010_B;;XXXX;XXXX;XXXXX;72,7911920;XXXX;XXXX
7792;7792;;XXXX;XXXX;XXXXX;5,5361190;XXXX;XXXX
7919;7919;;XXXX;XXXX;XXXXX;7,0191290;XXXX;XXXX
7799;7799;;XXXX;XXXX;XXXXX;4,4149060;XXXX;XXXX
7975;7975;;XXXX;XXXX;XXXXX;5,2504130;XXXX;XXXX
7774;7774;;XXXX;XXXX;XXXXX;1,3340380;XXXX;XXXX
7805;7805;;XXXX;XXXX;XXXXX;3,7944310;XXXX;XXXX
7807;7807;;XXXX;XXXX;XXXXX;2,0220190;XXXX;XXXX
7891;7891;;XXXX;XXXX;XXXXX;2,6541470;XXXX;XXXX
7874;7874;;XXXX;XXXX;XXXXX;3,2466520;XXXX;XXXX
7840;7840;;XXXX;XXXX;XXXXX;4,0762680;XXXX;XXXX
7993;7993_B;;XXXX;XXXX;XXXXX;1,8631490;XXXX;XXXX
7829;7829;;XXXX;XXXX;XXXXX;3,7247240;XXXX;XXXX
7973;7973;;XXXX;XXXX;XXXXX;4,2275320;XXXX;XXXX
7959;7959_B;;XXXX;XXXX;XXXXX;5,2501890;XXXX;XXXX
7884;7884;;XXXX;XXXX;XXXXX;6,6334620;XXXX;XXXX
7867;7867;;XXXX;XXXX;XXXXX;1,7247630;XXXX;XXXX
7878;7878;;XXXX;XXXX;XXXXX;3,6877180;XXXX;XXXX
7858;7858;;XXXX;XXXX;XXXXX;5,9265500;XXXX;XXXX
7822;7822;;XXXX;XXXX;XXXXX;11,4530430;XXXX;XXXX
7933;7933;;XXXX;XXXX;XXXXX;9,6425340;XXXX;XXXX
8011;8011_D;;XXXX;XXXX;XXXXX;100,1660830;XXXX;XXXX
11233;11233;;XXXX;XXXX;XXXXX;6,6674080;XXXX;XXXX
11852;11852;;XXXX;XXXX;XXXXX;5,7275000;XXXX;XXXX
11860;11860;;XXXX;XXXX;XXXXX;21,0511460;XXXX;XXXX
12000;12000_C;;XXXX;XXXX;XXXXX;10,4977120;XXXX;XXXX
12017;12017_A;;XXXX;XXXX;XXXXX;1,5908720;XXXX;XXXX
12017;12017_B;;XXXX;XXXX;XXXXX;2,1540380;XXXX;XXXX
9980;9980;;XXXX;XXXX;XXXXX;2,0243750;XXXX;XXXX
11841;11841_A;;XXXX;XXXX;XXXXX;2,5866780;XXXX;XXXX
11841;11841_B;;XXXX;XXXX;XXXXX;1,4230200;XXXX;XXXX
10201;10201_B;;XXXX;XXXX;XXXXX;5,4098980;XXXX;XXXX
10434;10434;;XXXX;XXXX;XXXXX;6,0167990;XXXX;XXXX
10751;10751;;XXXX;XXXX;XXXXX;4,1030180;XXXX;XXXX
11702;11702;;XXXX;XXXX;XXXXX;4,9826330;XXXX;XXXX
9884;9884_A;;XXXX;XXXX;XXXXX;2,1961690;XXXX;XXXX
9184;9184;;XXXX;XXXX;XXXXX;4,7525850;XXXX;XXXX
9350;9350;;XXXX;XXXX;XXXXX;6,4528980;XXXX;XXXX
9450;9450;;XXXX;XXXX;XXXXX;4,4638910;XXXX;XXXX
8132;8132_D;;XXXX;XXXX;XXXXX;27,2536500;XXXX;XXXX
7754;7754;;XXXX;XXXX;XXXXX;13,5555420;XXXX;XXXX
12689;12689;;XXXX;XXXX;XXXXX;2,4885340;XXXX;XXXX
12692;12692_B;;XXXX;XXXX;XXXXX;7,5031470;XXXX;XXXX
1840;1840;;XXXX;XXXX;XXXXX;1,9886090;XXXX;XXXX
1892;1892;;XXXX;XXXX;XXXXX;7,5543200;XXXX;XXXX
1986;1986_A;;XXXX;XXXX;XXXXX;0,3066760;XXXX;XXXX
1986;1986_B;;XXXX;XXXX;XXXXX;0,4487040;XXXX;XXXX
1986;1986_C;;XXXX;XXXX;XXXXX;0,7647720;XXXX;XXXX
1990;1990;;XXXX;XXXX;XXXXX;5,6704380;XXXX;XXXX
2016;2016_A;;XXXX;XXXX;XXXXX;0,3663830;XXXX;XXXX
2016;2016_B;;XXXX;XXXX;XXXXX;2,0082210;XXXX;XXXX
2025;2025;;XXXX;XXXX;XXXXX;3,7039810;XXXX;XXXX
2032;2032_A;;XXXX;XXXX;XXXXX;0,0543920;XXXX;XXXX
2032;2032_B;;XXXX;XXXX;XXXXX;0,1733350;XXXX;XXXX
2032;2032_C;;XXXX;XXXX;XXXXX;1,3439210;XXXX;XXXX
2092;2092_A;;XXXX;XXXX;XXXXX;2,2865280;XXXX;XXXX
2092;2092_B;;XXXX;XXXX;XXXXX;0,1979730;XXXX;XXXX
2140;2140;;XXXX;XXXX;XXXXX;2,2996350;XXXX;XXXX
2158;2158;;XXXX;XXXX;XXXXX;4,1533020;XXXX;XXXX
2345;2345;;XXXX;XXXX;XXXXX;3,4834760;XXXX;XXXX
2364;2364;;XXXX;XXXX;XXXXX;9,4988150;XXXX;XXXX
2376;2376;;XXXX;XXXX;XXXXX;2,0131300;XXXX;XXXX
2530;2530;;XXXX;XXXX;XXXXX;6,2964600;XXXX;XXXX
2579;2579;;XXXX;XXXX;XXXXX;3,0051710;XXXX;XXXX
2620;2620;;XXXX;XXXX;XXXXX;1,1141750;XXXX;XXXX
2652;2652_A;;XXXX;XXXX;XXXXX;0,3552680;XXXX;XXXX
2652;2652_B;;XXXX;XXXX;XXXXX;0,3297530;XXXX;XXXX
2652;2652_C;;XXXX;XXXX;XXXXX;0,7245270;XXXX;XXXX
2677;2677;;XXXX;XXXX;XXXXX;9,3795660;XXXX;XXXX
12664;12664_A;;XXXX;XXXX;XXXXX;2,7755920;XXXX;XXXX
2731;2731;;XXXX;XXXX;XXXXX;3,5812980;XXXX;XXXX
2740;2740;;XXXX;XXXX;XXXXX;1,8628030;XXXX;XXXX
2830;2830;;XXXX;XXXX;XXXXX;3,7834760;XXXX;XXXX
2834;2834;;XXXX;XXXX;XXXXX;1,5040200;XXXX;XXXX
2860;2860;;XXXX;XXXX;XXXXX;3,0717340;XXXX;XXXX
2957;2957;;XXXX;XXXX;XXXXX;3,3531190;XXXX;XXXX
2995;2995_A;;XXXX;XXXX;XXXXX;0,9144080;XXXX;XXXX
2995;2995_B;;XXXX;XXXX;XXXXX;6,4765510;XXXX;XXXX
3079;3079_A;;XXXX;XXXX;XXXXX;1,1213410;XXXX;XXXX
3079;3079_B;;XXXX;XXXX;XXXXX;0,3943420;XXXX;XXXX
3079;3079_C;;XXXX;XXXX;XXXXX;0,1534730;XXXX;XXXX
3097;3097;;XXXX;XXXX;XXXXX;3,1524910;XXXX;XXXX
3101;3101_A;;XXXX;XXXX;XXXXX;0,2347080;XXXX;XXXX
3101;3101_B;;XXXX;XXXX;XXXXX;0,5196720;XXXX;XXXX
3101;3101_C;;XXXX;XXXX;XXXXX;0,3480380;XXXX;XXXX
3190;3190_A;;XXXX;XXXX;XXXXX;3,9914250;XXXX;XXXX
3190;3190_B;;XXXX;XXXX;XXXXX;0,3206050;XXXX;XXXX
3236;3236;;XXXX;XXXX;XXXXX;6,0151300;XXXX;XXXX
3357;3357;;XXXX;XXXX;XXXXX;15,3079800;XXXX;XXXX
3384;3384;;XXXX;XXXX;XXXXX;3,9786610;XXXX;XXXX
3396;3396;;XXXX;XXXX;XXXXX;2,8226210;XXXX;XXXX
3400;3400;;XXXX;XXXX;XXXXX;2,0109500;XXXX;XXXX
3405;3405_B;;XXXX;XXXX;XXXXX;2,2872530;XXXX;XXXX
3405;3405_A;;XXXX;XXXX;XXXXX;0,7453560;XXXX;XXXX
3410;3410;;XXXX;XXXX;XXXXX;2,2867140;XXXX;XXXX
3413;3413;;XXXX;XXXX;XXXXX;3,0339390;XXXX;XXXX
3425;3425;;XXXX;XXXX;XXXXX;2,6932630;XXXX;XXXX
3451;3451;;XXXX;XXXX;XXXXX;1,7536700;XXXX;XXXX
3452;3452_A;;XXXX;XXXX;XXXXX;1,0665030;XXXX;XXXX
3452;3452_B;;XXXX;XXXX;XXXXX;0,8505030;XXXX;XXXX
3452;3452_C;;XXXX;XXXX;XXXXX;1,7233820;XXXX;XXXX
3453;3453;;XXXX;XXXX;XXXXX;3,9459980;XXXX;XXXX
3455;3455;;XXXX;XXXX;XXXXX;1,1926710;XXXX;XXXX
3496;3496;;XXXX;XXXX;XXXXX;2,8747500;XXXX;XXXX
3497;3497_A;;XXXX;XXXX;XXXXX;0,6679210;XXXX;XXXX
3497;3497_B;;XXXX;XXXX;XXXXX;0,9467220;XXXX;XXXX
3497;3497_C;;XXXX;XXXX;XXXXX;0,5030860;XXXX;XXXX
3498;3498;;XXXX;XXXX;XXXXX;4,0215310;XXXX;XXXX
3510;3510_A;;XXXX;XXXX;XXXXX;1,0489550;XXXX;XXXX
3510;3510_B;;XXXX;XXXX;XXXXX;0,3263580;XXXX;XXXX
3510;3510_C;;XXXX;XXXX;XXXXX;0,8234870;XXXX;XXXX
3513;3513;;XXXX;XXXX;XXXXX;2,0212670;XXXX;XXXX
3535;3535_A;;XXXX;XXXX;XXXXX;0,2529410;XXXX;XXXX
3535;3535_B;;XXXX;XXXX;XXXXX;0,4278260;XXXX;XXXX
3535;3535_C;;XXXX;XXXX;XXXXX;1,3001450;XXXX;XXXX
3538;3538_A;;XXXX;XXXX;XXXXX;0,8336000;XXXX;XXXX
3538;3538_B;;XXXX;XXXX;XXXXX;1,0409350;XXXX;XXXX
3540;3540_A;;XXXX;XXXX;XXXXX;0,6868030;XXXX;XXXX
3540;3540_B;;XXXX;XXXX;XXXXX;0,6731730;XXXX;XXXX
3540;3540_C;;XXXX;XXXX;XXXXX;1,0101670;XXXX;XXXX
3552;3552;;XXXX;XXXX;XXXXX;2,5645200;XXXX;XXXX
3578;3578;;XXXX;XXXX;XXXXX;4,7804710;XXXX;XXXX
3579;3579;;XXXX;XXXX;XXXXX;2,7048660;XXXX;XXXX
3580;3580;;XXXX;XXXX;XXXXX;6,2563350;XXXX;XXXX
3581;3581_A;;XXXX;XXXX;XXXXX;0,4771760;XXXX;XXXX
3581;3581_B;;XXXX;XXXX;XXXXX;1,2775490;XXXX;XXXX
3581;3581_C;;XXXX;XXXX;XXXXX;0,8493740;XXXX;XXXX
3581;3581_D;;XXXX;XXXX;XXXXX;5,1025980;XXXX;XXXX
3669;3669;;XXXX;XXXX;XXXXX;3,4676070;XXXX;XXXX
3730;3730;;XXXX;XXXX;XXXXX;8,7641090;XXXX;XXXX
4251;4251;;XXXX;XXXX;XXXXX;6,0842530;XXXX;XXXX
8019;8019_D;;XXXX;XXXX;XXXXX;8,8744390;XXXX;XXXX
8019;8019_A;;XXXX;XXXX;XXXXX;16,0338980;XXXX;XXXX
8085;8085_A;;XXXX;XXXX;XXXXX;5,1661560;XXXX;XXXX
8147;8147;;XXXX;XXXX;XXXXX;6,2594040;XXXX;XXXX
8150;8150;;XXXX;XXXX;XXXXX;7,2106500;XXXX;XXXX
8155;8155_A;;XXXX;XXXX;XXXXX;5,3244450;XXXX;XXXX
8156;8156_A;;XXXX;XXXX;XXXXX;9,7234370;XXXX;XXXX
8157;8157;;XXXX;XXXX;XXXXX;7,6179780;XXXX;XXXX
8160;8160_A;;XXXX;XXXX;XXXXX;2,8363700;XXXX;XXXX
8166;8166;;XXXX;XXXX;XXXXX;7,4310640;XXXX;XXXX
8515;8515_C;;XXXX;XXXX;XXXXX;5,1759850;XXXX;XXXX
8515;8515_A;;XXXX;XXXX;XXXXX;11,0929760;XXXX;XXXX
9765;9765_A;;XXXX;XXXX;XXXXX;7,4415070;XXXX;XXXX
12726;12726_A;;XXXX;XXXX;XXXXX;3,9182680;XXXX;XXXX
12726;12726_B;;XXXX;XXXX;XXXXX;1,0051230;XXXX;XXXX
3335;3335_A;;XXXX;XXXX;XXXXX;2,2773280;XXXX;XXXX
3335;3335_B;;XXXX;XXXX;XXXXX;1,2812140;XXXX;XXXX
2882;2882_A;;XXXX;XXXX;XXXXX;2,1403840;XXXX;XXXX
2882;2882_B;;XXXX;XXXX;XXXXX;2,4849430;XXXX;XXXX
2882;2882_C;;XXXX;XXXX;XXXXX;0,1443760;XXXX;XXXX
3116;3116_B;;XXXX;XXXX;XXXXX;1,2750970;XXXX;XXXX
3116;3116_A;;XXXX;XXXX;XXXXX;3,3273090;XXXX;XXXX
3074;3074;;XXXX;XXXX;XXXXX;4,4841190;XXXX;XXXX
2068;2068_B;;XXXX;XXXX;XXXXX;0,4409340;XXXX;XXXX
2068;2068_A;;XXXX;XXXX;XXXXX;3,6511770;XXXX;XXXX
7203;7203;;XXXX;XXXX;XXXXX;4,6731460;XXXX;XXXX
3261;3261;;XXXX;XXXX;XXXXX;4,3353650;XXXX;XXXX
3260;3260_C;;XXXX;XXXX;XXXXX;0,5936150;XXXX;XXXX
3260;3260_B;;XXXX;XXXX;XXXXX;2,8391190;XXXX;XXXX
3260;3260_A;;XXXX;XXXX;XXXXX;1,8879280;XXXX;XXXX
3082;3082_B;;XXXX;XXXX;XXXXX;4,7111070;XXXX;XXXX
3082;3082_A;Andrés;XXXX;XXXX;XXXXX;6,2687910;XXXX;XXXX
3030;3030_B;fafhfhfdhsdhñ,dfñnl;XXXX;XXXX;XXXXX;1,0168920;XXXX;XXXX
3030;3030_C;fafhfhfdhsdhñ,dfñnl;XXXX;XXXX;XXXXX;3,2503290;XXXX;XXXX
2919;2919_D;fafhfhfdhsdhñ,dfñnl;XXXX;XXXX;XXXXX;1,0002670;XXXX;XXXX
3030;3030_A;fafhfhfdhsdhñ,dfñnl;XXXX;XXXX;XXXXX;0,1670090;XXXX;XXXX
2919;2919_C;fafhfhfdhsdhñ,dfñnl;XXXX;XXXX;XXXXX;0,9910270;XXXX;XXXX
2919;2919_B;fafhfhfdhsdhñ,dfñnl;XXXX;XXXX;XXXXX;3,3519890;XXXX;XXXX
2919;2919_A;fafhfhfdhsdhñ,dfñnl;XXXX;XXXX;XXXXX;3,7199610;XXXX;XXXX
2729;2729;fafhfhfdhsdhñ,dfñnl;XXXX;XXXX;XXXXX;7,6743810;XXXX;XXXX
2282;2282_D;fafhfhfdhsdhñ,dfñnl;XXXX;XXXX;XXXXX;1,3896150;XXXX;XXXX
2282;2282_C;fafhfhfdhsdhñ,dfñnl;XXXX;XXXX;XXXXX;4,3065570;XXXX;XXXX
2282;2282_B;fafhfhfdhsdhñ,dfñnl;XXXX;XXXX;XXXXX;0,6300390;XXXX;XXXX
2282;2282_A;fafhfhfdhsdhñ,dfñnl;XXXX;XXXX;XXXXX;0,2730270;XXXX;XXXX
3006;3006_A;fafhfhfdhsdhñ,dfñnl;XXXX;XXXX;XXXXX;5,0043510;XXXX;XXXX
2991;2991;fafhfhfdhsdhñ,dfñnl;XXXX;XXXX;XXXXX;18,4644460;XXXX;XXXX
2647;2647;fafhfhfdhsdhñ,dfñnl;XXXX;XXXX;XXXXX;3,4441050;XXXX;XXXX
3910;3910_A;fafhfhfdhsdhñ,dfñnl;XXXX;XXXX;XXXXX;3,5199280;XXXX;XXXX
3910;3910_B;fafhfhfdhsdhñ,dfñnl;XXXX;XXXX;XXXXX;3,4838900;XXXX;XXXX
3495;3495;fafhfhfdhsdhñ,dfñnl;XXXX;XXXX;XXXXX;3,7917190;XXXX;XXXX
13059;13059;fafhfhfdhsdhñ,dfñnl;XXXX;XXXX;XXXXX;9,0688100;XXXX;XXXX
1975;1975_A;fafhfhfdhsdhñ,dfñnl;XXXX;XXXX;XXXXX;4,0209190;XXXX;XXXX
3595;3595_A;fafhfhfdhsdhñ,dfñnl;XXXX;XXXX;XXXXX;0,5012850;XXXX;XXXX
1975;1975_B;fafhfhfdhsdhñ,dfñnl;XXXX;XXXX;XXXXX;1,2616900;XXXX;XXXX
1973;1973_B;fafhfhfdhsdhñ,dfñnl;XXXX;XXXX;XXXXX;1,3243040;XXXX;XXXX
1973;1973_A;fafhfhfdhsdhñ,dfñnl;XXXX;XXXX;XXXXX;3,5072150;XXXX;XXXX
1963;1963_B;fafhfhfdhsdhñ,dfñnl;XXXX;XXXX;XXXXX;1,7423320;XXXX;XXXX
1963;1963_A;fafhfhfdhsdhñ,dfñnl;XXXX;XXXX;XXXXX;4,2633470;XXXX;XXXX
2126;2126_C;fafhfhfdhsdhñ,dfñnl;XXXX;XXXX;XXXXX;2,3646590;XXXX;XXXX
2126;2126_B;fafhfhfdhsdhñ,dfñnl;XXXX;XXXX;XXXXX;0,8176190;XXXX;XXXX
2126;2126_A;fafhfhfdhsdhñ,dfñnl;XXXX;XXXX;XXXXX;0,8532470;XXXX;XXXX
3335;3335_D;fafhfhfdhsdhñ,dfñnl;XXXX;XXXX;XXXXX;0,2208800;XXXX;XXXX
3335;3335_E;fafhfhfdhsdhñ,dfñnl;XXXX;XXXX;XXXXX;0,8214620;XXXX;XXXX
